question	queries	links
How does Flumag addition or Fluorospar addition influence ladle lifespan?	"""CaF2"" ladle wear rate ""mm/heat"" magnesia carbon"	['https://www.laurelrefractory.com/magnesia-carbon-brick.html', 'https://www.academia.edu/5459568/Key_features_of_alumina_magnesia_graphite_refractories_for_steel_ladle_lining', 'https://www.quickcompany.in/patents/alumina-magnesia-and-carbon-amc-based-refractory-and-its-process-of-manufacture-for-ladle-lining-thereof', 'https://www.lmmgroupcn.com/what-are-the-development-and-performance-of-magnesia-carbon-bricks-and-the-advantages-of-aluminum-carbon-bricks-for-ladle/', 'https://xintairefractory.com/product/magnesia-carbon-brick-for-ladle/', 'https://xintairefractory.com/product/high-purity-magnesia-carbon-brick-for-steel-ladle-lining/', 'https://www.wedge-india.com/product-page/ladle-magnesia-carbon-refractory-bricks-metal-zone']
How does Flumag addition or Fluorospar addition influence ladle lifespan?	"""fluorspar"" replacement dolomite refractory wear ""heats"" ladle"	['https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4790872', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4842642', 'https://www.ispatguru.com/understanding-steel-making-operations-in-basic-oxygen-furnace/', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4462834', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/5124288', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012530/', 'https://arxiv.org/pdf/2302.14620']
How does Flumag addition or Fluorospar addition influence ladle lifespan?	"""fluorspar"" replacement ladle refractory life ""increased"" heats trial"	['https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4790872', 'http://www.indsolint.com/index.php?id=steelladles', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/3950161', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4637593', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012530/', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4529176']
How does Flumag addition or Fluorospar addition influence ladle lifespan?	"Jansson Brabie ""CaO-Al2O3-SiO2-MgO"" MgO-C corrosion fluorspar"	['https://www.researchgate.net/publication/230098829_Corrosion_mechanism_and_kinetic_behavior_of_MgO-C_refractory_material_in_contact_with_CaO-Al2O3-SiO2-MgO_slag', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6024937/', 'https://arxiv.org/pdf/2102.00118', 'https://arxiv.org/pdf/1909.13351', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8836856/']
How does Flumag addition or Fluorospar addition influence ladle lifespan?	"""calcium aluminate"" replace fluorspar ladle lining life ""% increase"""	['https://www.sidertrading.com/sider-alloys/calcium-aluminate/', 'https://abmproceedings.com.br/en/article/download-pdf/calcium-magnesium-aluminate-flux-with-high-mgo-content-a-new-approach-of-secondary-metallurgy-to-improve-steel-quality-and-ladle-life-time1', 'https://go.gale.com/ps/i.do?id=GALE%7CA339733410&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=1807300X&p=AONE&sw=w&userGroupName=anon~1fe16034&aty=open-web-entry', 'https://cordis.europa.eu/article/id/81318-new-life-for-steel-production-ladle-linings', 'http://www.tmm.periodikos.com.br/journal/tmm/article/doi/10.4322/tmm.2011.045', 'https://go.gale.com/ps/i.do?id=GALE%7CA339733410&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=1807300X&p=IFME&sw=w&userGroupName=anon~198cb0ca', 'https://www.researchgate.net/publication/309543889_UsING_of_CALCIUM_MAGNESIUM_ALUMINATE_FLUX_WITH_HIGH_MGO_CONTENT_TO_IMPROVE_secondary_STEEL_LADLE_LIFE_TIME', 'https://www.mdpi.com/2571-6131/3/1/15']
How does Flumag addition or Fluorospar addition influence ladle lifespan?	"""Park"" ""CaF2"" magnesia slag penetration depth ladle"	['https://www.sciencedirect.com/science/article/abs/pii/S0272884218310162', 'https://www.semanticscholar.org/paper/Effect-of-fluorspar-on-the-interfacial-reaction-arc-Oh-Park/e75aa153e717b529fddc721195592327fb40fbf8', 'https://link.springer.com/article/10.1007/s12540-019-00286-3', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11989302/', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4735859']
How does Flumag addition or Fluorospar addition influence ladle lifespan?	"Akkurt Leigh ""Corrosion of MgO-C ladle refractories"" CaF2"	['http://www.tmm.periodikos.com.br/journal/tmm/article/doi/10.4322/tmm.2011.045', 'https://tecnologiammm.com.br/journal/tmm/article/doi/10.4322/tmm.2011.045', 'https://www.scientific.net/AST.92.282', 'https://www.researchgate.net/publication/292543930_Corrosion_of_MgO-C_ladle_refractories', 'https://www.academia.edu/125990022/Corrosion_of_MgO_C_ladle_refractories', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6024937/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7560435/']
How did the ferrous material mixture change over the years in European blast furnaces and why?	Abraham Darby 1709 Coalbrookdale coke iron smelting history	['https://www.wonderfulmuseums.com/museum/museum-of-iron-coalbrookdale/', 'https://www.environmentandsociety.org/tools/keywords/coke-blast-furnaces', 'https://www.ebsco.com/research-starters/history/invention-coke-smelting', 'https://www.britannica.com/biography/Abraham-Darby', 'https://en.wikipedia.org/wiki/Abraham_Darby_I', 'https://www.encyclopedia.com/people/history/british-and-irish-history-biographies/abraham-darby', 'https://www.quakersintheworld.org/quakers-in-action/271/The-Darby-Family', 'https://wi101.wisc.edu/an-iron-kinship-abraham-darby-and-william-aylward-sr/']
How did the ferrous material mixture change over the years in European blast furnaces and why?	James Beaumont Neilson hot blast 1828 coke consumption reduction	['https://www.historyofinformation.com/detail.php?id=4754', 'https://en.wikipedia.org/wiki/James_Beaumont_Neilson', 'https://infogalactic.com/info/James_Beaumont_Neilson', 'https://steelexplained.com/day-285-365-of-steel-james-beaumont-neilson/', 'https://brainly.in/question/40295070', 'https://en.wikipedia.org/wiki/Blast_furnace', 'https://www.merthyr-history.com/?p=1192', 'https://www.britannica.com/biography/James-Beaumont-Neilson', 'http://greatscots.foundation/2016/04/the-great-scot-who-invented-the-hot-blast-oven/', 'https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Neilson,_James_Beaumont']
How did the ferrous material mixture change over the years in European blast furnaces and why?	coke smelting adoption France Germany 19th century history blast furnace	['https://www.britannica.com/technology/blast-furnace', 'https://anupamfuels.com/2024/10/28/metallurgical-coke-the-backbone-of-modern-steelmaking/', 'https://en.wikipedia.org/wiki/Blast_furnace', 'https://www.academia.edu/3743060/Hot_blast_iron_smelting_in_the_early_nineteenth_century_a_reappraisal', 'https://www.iup.edu/library/departments/archives/coal/mining-history/history-of-coke.html', 'https://en.wikipedia.org/wiki/Coke_(fuel)', 'https://www.environmentandsociety.org/tools/keywords/coke-blast-furnaces', 'https://historyguild.org/iron-making/', 'https://www.construction-physics.com/p/the-blast-furnace-800-years-of-technology']
How did the ferrous material mixture change over the years in European blast furnaces and why?	limestone flux blast furnace history medieval iron smelting introduction	['https://grokipedia.com/page/Blast_furnace', 'http://dbanach.com/homepage/h-carnegie-steel.htm', 'https://www.britannica.com/technology/blast-furnace', 'https://www.construction-physics.com/p/the-blast-furnace-800-years-of-technology', 'https://en.wikipedia.org/wiki/Blast_furnace', 'https://www.metallurgical-research.org/articles/metal/full_html/2023/01/metal220186/metal220186.html', 'https://metalcastinginstitute.com/iron-history/', 'https://hmsjournal.org/index.php/home/article/download/259/248']
How did the ferrous material mixture change over the years in European blast furnaces and why?	bog iron ore medieval blast furnace Europe limonite hematite	['https://en.wikipedia.org/wiki/Limonite', 'https://en.wikipedia.org/wiki/Bog_iron', 'https://www.mdpi.com/2571-9408/7/8/185', 'https://en.wikipedia.org/wiki/Iron_ore', 'https://www.ispatguru.com/evolution-of-blast-furnace-iron-making/', 'https://www.njpinebarrens.com/towers-of-fire-iron-production-in-the-new-jersey-pine-barrens/', 'https://www.britannica.com/technology/iron-processing/Ores', 'https://en.wikipedia.org/wiki/Blast_furnace']
How did the ferrous material mixture change over the years in European blast furnaces and why?	"""coke"" blast furnace adoption Germany ""Ruhr"" Krupp date first"	['https://www.erih.net/what-is-new/detail/german-journal-industriekultur-224-the-ruhr-industrial-heritage-route-part-1', 'https://www.thyssenkrupp.com/en/company/history', 'https://www.aist.org/huttenwerke-krupp-mannesmann-contracts-paul-wurth-for-coke-oven-gas-compression-and-injection-techno', 'https://en.wikipedia.org/wiki/Krupp%E2%80%93Renn_process', 'https://www.alamy.com/stock-photo-thyssen-krupp-steel-works-in-duisburg-blast-furnace-no-8-and-9-schwelgern-80940251.html', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/5437706', 'https://www.thyssenkrupp-steel.com/en/newsroom/press-releases/in-the-mans-world-of-the-blast-furnace-the-women-occupy-an-important-position.html', 'https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4178215']
How did the ferrous material mixture change over the years in European blast furnaces and why?	charcoal blast furnace fuel ratio tons iron Britain 18th century	['https://www.construction-physics.com/p/the-blast-furnace-800-years-of-technology', 'https://yourstudent-gemini.fandom.com/wiki/Blast_furnace', 'https://en.wikipedia.org/wiki/Blast_furnace', 'https://technicshistory.com/2021/07/13/the-triumvirate-coal-iron-and-steam/', 'https://durhamhistoricalsociety.org/durham-iron-furnace-1727-1791/', 'https://press.rebus.community/historyoftech/chapter/chapter-12-coal-in-great-britain/', 'https://www.britannica.com/technology/blast-furnace', 'https://www.construction-physics.com/p/the-rise-of-steel-part-ii', 'https://www.ispatguru.com/evolution-of-blast-furnace-iron-making/']
How did the ferrous material mixture change over the years in European blast furnaces and why?	"""Le Creusot"" coke blast furnace 1785 France first"	['https://www.creusotmontceautourisme.com/discover/le-creusot/a-factory-town-turned-empire/from-royal-foundry-to-english-forge/', 'https://www.britannica.com/place/Le-Creusot', 'https://www.researchgate.net/publication/291279728_Le_Creusot_and_the_French_steel_industry_Part_I_War_shows_inadequacies', 'https://universalium.en-academic.com/140745/Le_Creusot', 'https://www.cambridge.org/core/journals/metallurgical-research-and-technology/article/abs/some-steps-in-the-early-development-of-coke-manufacture-use-in-france-belgium/CDE498634FEF94C028892F5B582F3E8F', 'https://www.cambridge.org/core/journals/business-history-review/article/abs/origins-of-industrial-labor-management-in-france-the-case-of-the-decazeville-ironworks-during-the-july-monarchy/292A36C9A669BF29BCDA37950E1B774A', 'https://en.wikipedia.org/wiki/Le_Creusot', 'http://www.lecreusot.com/site/decouvrir/histoire/fonderie_royale/fonderie.php', 'https://thebeautyofsteel.com/steel-plants-archive/framatome-le-creusot/', 'https://www.burgundy-tourism.com/discover-burgundy/city-breaks/in-and-around-le-creusot/']
How did the ferrous material mixture change over the years in European blast furnaces and why?	"""Gleiwitz"" OR ""KГ¶nigshГјtte"" coke blast furnace Prussia Silesia first"	['https://en.wikipedia.org/wiki/Gliwice', 'https://kids.kiddle.co/Gliwice', 'https://www.gracesguide.co.uk/John_Baildon', 'https://searchinginhistory.blogspot.com/2015/04/the-industrial-revolution-of-germany.html', 'https://gliwice.eu/en/city-gliwice/history-city?language=pl', 'https://www.flickr.com/photos/rocbolt/8919750845', 'https://en.wikipedia.org/wiki/Friedrich_Wilhelm_von_Reden', 'https://en-academic.com/dic.nsf/enwiki/45834', 'https://alansinger.net/wp-content/uploads/2019/01/7.18-industrialization-transforms-germany.pdf']
How did the ferrous material mixture change over the years in European blast furnaces and why?	European blast furnace burden composition sinter pellets lump percentage	['https://www.researchgate.net/publication/340120937_Reduction_of_Iron_Ore_Pellets_Sinter_and_Lump_Ore_under_Simulated_Blast_Furnace_Conditions', 'https://www.sciencedirect.com/topics/chemical-engineering/iron-ore-sinter', 'https://www.ispatguru.com/use-of-iron-ore-pellets-in-blast-furnace-burden/', 'https://www.researchgate.net/publication/295939564_Burden_Composition_of_Blast_Furnace_in_China', 'https://www.jstage.jst.go.jp/article/isijinternational/64/10/64_ISIJINT-2024-114/_article', 'https://www.tandfonline.com/doi/full/10.1080/03019233.2020.1786644', 'https://www.sciencedirect.com/science/article/abs/pii/S003259102500316X', 'https://link.springer.com/chapter/10.1007/978-3-319-48217-0_87']
How did the ferrous material mixture change over the years in European blast furnaces and why?	PCI pulverized coal injection rate European blast furnaces kg/THM	['https://dataintelo.com/report/global-pulverized-coal-injection-pci-system-for-blast-furnaces-market', 'https://amepa.de/wp-content/uploads/2015/01/CFM-Publication-Weiser.pdf', 'https://www.ispatguru.com/pulverized-coal-injection-in-a-blast-furnace/', 'https://www.researchgate.net/publication/270780904_Maximum_Rates_of_Pulverized_Coal_Injection_in_Ironmaking_Blast_Furnaces', 'https://www.sustainable-carbon.org/wp-content/uploads/dlm_uploads/reports/Combustion/use-of-pci-in-blast-furnaces-ccc-116.pdf', 'https://www.mheavytechnology.com/news/pulverized-coal-injection-in-blast-furnace/', 'https://www.ispatguru.com/understanding-pulverized-coal-injection-in-blast-furnace/', 'https://www.mdpi.com/2075-4701/13/5/927']
How did the ferrous material mixture change over the years in European blast furnaces and why?	ArcelorMittal Sestao green steel DRI hydrogen 2025	['https://corporate.arcelormittal.com/media/press-releases/arcelormittal-sestao-to-become-the-world-s-first-full-scale-zero-carbon-emissions-steel-plant', 'https://rmi.org/green-hydrogen-first-movers-brad-davey/', 'https://corporate.arcelormittal.com/climate-action/decarbonisation-investment-plans/spain-a-1-billion-investment-to-halve-our-carbon-emissions-and-create-the-world-s-first-full-scale-zero-carbon-emissions-steel-plant', 'https://europe.arcelormittal.com/newsandmedia/europenews/news-2021/sestao-zero-carbon-emissions', 'https://www.woodmac.com/press-releases/arcellormittal-takes-honours-in-green-steel-race-with-sesao-plan/', 'https://fuelcellsworks.com/2025/07/23/clean-energy/arcelormittal-reaffirms-hydrogen-steel-intent-despite-dunkirk-delays-and-unused-850m-subsidy', 'https://fuelcellsworks.com/2025/04/17/clean-energy/arcelormittal-green-hydrogen-and-ccs-steelmaking-not-economically-viable-before-2030', 'https://automotive.arcelormittal.com/news_and_stories/news/2021_SestaoZeroCarbon', 'https://worldbiomarketinsights.com/arcelormittal-to-produce-zero-carbon-emission-steel-by-2025/', 'https://worldsteel.org/wp-content/uploads/3a.-Implementation-and-activities-ArcelorMittal.pdf']
How did the ferrous material mixture change over the years in European blast furnaces and why?	Voestalpine Bremen ThyssenKrupp hydrogen injection blast furnace trial 2019	['https://www.thyssenkrupp-steel.com/en/newsroom/press-releases/thyssenkrupp-steel-concludes-first-test-phase-successfully.html', 'http://climateyourbusiness.eu/project/hydrogen-thyssenkrupp/', 'https://www.thyssenkrupp-materials-services.com/en/press-detail/thyssenkrupp-at.pro-tec-advances-innovative-hydrogen-injection-technology-291280', 'https://www.aist.org/thyssenkrupp-testing-hydrogen-injection-in-blast-furnaces', 'https://www.thyssenkrupp.com/en/stories/sustainability-and-climate-protection/green-steel-review-of-phase-1-of-the-injection-trials', 'https://www.cleanenergywire.org/news/thyssenkrupp-tests-use-hydrogen-steel-production-bring-down-emissions', 'https://www.thyssenkrupp.com/en/newsroom/press-releases/world-first-in-duisburg-as-nrw-economics-minister-pinkwart-launches-tests-at-thyssenkrupp-into-blast-furnace-use-of-hydrogen-17280.html', 'https://eurometal.net/thyssenkrupp-launches-hydrogen-injection-at-blast-furnace/', 'https://www.thyssenkrupp.com/en/newsroom/press-releases/pressdetailpage/climate-neutral-future-of-steel-production--real-world-laboratory-of-the-energy-transition-h2stahl-project-to-start-at-duisburg-site-of-thyssenkrupp-steel-129078']
