research_question	link	description	id	past_query
What is the lifespan of Achatina Fulica in different conditions?	https://www.petsnails.co.uk/species/achatina-fulica.html	[FULL] This species page states that the lifespan of Achatina fulica is up to 10 years, usually 5-7 years. It also provides other details such as average adult shell length of 12cm, weight up to 600g, and that most growth is achieved in the first 6 months.	2326	Achatina fulica lifespan wild captivity
What is the lifespan of Achatina Fulica in different conditions?	https://www.researchgate.net/publication/242289306_Achatina_fulica_Bowdich_and_Other_Achatinidae_as_Pests_in_Tropical_Agriculture	Pest status; lifespan up to 9 years. Mead (1961) cited for 9-year longevity.	2329	'Achatina fulica' sunlight UV killed mortality
What is the lifespan of Achatina Fulica in different conditions?	https://www.researchgate.net/publication/269571014_First_record_of_the_invasive_land_snail_Achatina_Lissachatina_fulica_Bowdich_1822_Gastropoda_Achatinidae_vector_of_Angiostrongylus_cantonensis_Nematoda_Angiostrongylidae_in_Havana_Cuba	Lifespan 3-5 years in wild; up to 9 years in captivity.	2330	'Achatina fulica' CABI lifespan biology factsheet
What is the lifespan of Achatina Fulica in different conditions?	https://www.researchgate.net/publication/299051557_Changes_in_proximate_constituents_and_the_fate_of_aestivating_Achatina_fulica_Bowdich	Aestivation leads to loss of body mass (up to 30%) and changes in proximate constituents; duration can exceed 1 year.	2334	Achatina fulica aestivation dormancy survival temperature
What is the lifespan of Achatina Fulica in different conditions?	https://www.researchgate.net/publication/324116085_Effect_of_Temperature_and_Egg_Laying_Depths_on_Giant_African_Land_Snail_Gastropoda_Achatinidae_Viability	Temperature >35°C and <10°C reduce egg viability; optimum 25°C.	2335	Achatina fulica temperature mortality 2В°C 42В°C controlled study Florida Entomologist 2018
What is the lifespan of Achatina Fulica in different conditions?	https://www.rvc.ac.uk/Media/Default/Beaumont%20Sainsbury%20Animal%20Hospital/EXOTICS/Animal%20Care%20Factsheets/Giant%20african%20land%20snail%202023%20vb.pdf	[FULL] This RVC care sheet for Giant African Land Snails states that they have an average lifespan of 5-7 years but have been known to live up to 10 years when kept in optimal conditions. It also notes that they thrive in hot and humid environments and can grow up to 20cm in length.	2337	Achatina fulica optimal temperature humidity husbandry
What is the lifespan of Achatina Fulica in different conditions?	https://www.sciencedirect.com/science/article/abs/pii/0300962991905873	[SNIPPET] The abstract of this study indicates that over 16 weeks, Achatina fulica increased in whole body weight with time and calcium concentration in the diet. The increased growth rate was correlated with feeding and excretion rate. Mortality was low and only occurred in snails on lower calcium diets. No lifespan data are provided.	2338	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://www.sciencedirect.com/science/article/abs/pii/074284139390105T	[SNIPPET] The abstract of this study examines the effect of diamox at two dietary calcium levels on growth, shell thickness, and tissue mineral distribution in Achatina fulica. Mortality was low and almost confined to the diamox/low Ca diet snails. No lifespan data are provided.	2339	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442008000100024	[FULL] This study focuses on the effects of dietary calcium on growth and oviposition of Limicolaria flammea, not Achatina fulica. It does not provide lifespan information for Achatina fulica. The study examines calcium's role in growth and reproduction.	2342	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://www.thefreelibrary.com/Effect+of+temperature+and+egg+laying+depths+on+giant+African+land...-a0539390014	Free library version of Florida Entomologist article; same findings.	2343	Florida Entomologist 2018 'Effect of Temperature and Egg Laying Depths' Giant African Land Snail BioOne 
What is the lifespan of Achatina Fulica in different conditions?	http://www.scielo.br/j/aib/a/sMycZkrb5ppg6LW7SkNXhwv/?lang=en	Same as above scielo article on UV.	2344	'Achatina fulica' sunlight UV killed mortality
What is the lifespan of Achatina Fulica in different conditions?	https://zooservice-osetia.ru/en/vodnye/ulitka-ahatina.html	[FULL] This Russian snail care page states that the optimal temperature for keeping Achatina is from 24 to 28 degrees. It notes that at very high temperatures, snails feel unwell, hibernate, and may even die. It also mentions that humidity is a prerequisite for comfortable living. No lifespan information is provided.	2345	Achatina fulica optimal temperature humidity husbandry
Как был построен Череповецкий Кремль? Кто его архитектор?	https://severstal.com/eng/about/structure/businesses/cherepovetskiy-metallurgicheskiy-kombinat/history/	[FULL] Страница посвящена истории Череповецкого металлургического комбината, а не Череповецкому Кремлю. Описывается строительство завода с 1940-х годов, его запуск и развитие. Информации о строительстве Кремля или его архитекторе нет.	2346	Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ РёСЃС‚РѕСЂРёСЏ
Как был построен Череповецкий Кремль? Кто его архитектор?	https://russianold.ru/2023/07/19/serpukhov-kremlin/	[FULL] На странице описывается история Серпуховского кремля, а не Череповецкого. Упоминается, что деревянные стены были возведены в 1374 году, а в XVI веке началось строительство белокаменного кремля. Архитектор не указан. К Череповцу материал отношения не имеет.	2347	Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ РёСЃС‚РѕСЂРёСЏ
