	research_question	link	description	id	past_query
248	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.aist.org/AIST/aist/AIST/Conferences_Exhibitions/AISTech/Transactions/20714-402.pdf	AISTech paper on bottom stirring; shows that increasing bottom flow reduces FeO from 20% to 13% and lance skull by 30%.	248	Bottom stirring improves scrap melting carbon oxygen equilibrium reduces FeO BOF
249	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.midrex.com/tech-article/maximizing-iron-unit-yield-from-ore-to-liquid-steel-part-3-melting-practice/	Midrex article; mentions BOF scrap melting and post-combustion, but focuses on DRI.	249	Bottom stirring improves scrap melting carbon oxygen equilibrium reduces FeO BOF
250	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://onlinelibrary.wiley.com/doi/10.1002/srin.70515	Steel Research International paper on post-combustion lance; shows that dual-flow lance increases PCR by 0.08 and reduces skull by 15%.	250	Variation Multiphase Flow Single-Flow Post-combustion Oxygen Lance BOF Steelmaking
251	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.researchgate.net/scientific-contributions/Marcelo-de-Souza-Lima-Guerra-2049449933	Researcher profile; not content.	251	Double flow post combustion lance tip life doubled scrap consumption increase trials
252	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://journals.sagepub.com/doi/abs/10.1080/03019233.2022.2083928	Paper on post-combustion lance optimization; secondary oxygen 3% gives best PCR and lance life.	252	250 t converter single-flow post-combustion oxygen lance temperature increase 27.3 В°C impact diameter depth 16% 20%
253	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.researchgate.net/publication/361411285_Simulation_and_application_of_post-combustion_oxygen_lance_in_a_top-blown_converter	CFD simulation and plant trials; secondary oxygen 3%, lance height 1.8 m, swirl number 0.5 give PCR 0.20 and scrap rate 27%.	253	LD3 post-combustion lance secondary oxygen 3% total oxygen flow rate trials
254	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.ispatguru.com/role-of-slag-in-converter-steelmaking/	Slag role; FeO and basicity control; high lance height increases PCR but also FeO, so balance needed.	254	Lance height increase higher post combustion ratio FeO foamy slag PCR converter
255	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/5584909	Patent on lance height control; claims that optimal height for PCR >0.15 is 1.9 m.	255	Lance height increase higher post combustion ratio FeO foamy slag PCR converter
256	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://ideas.repec.org/a/eee/energy/v326y2025ics0360544225017244.html	Energy journal paper on swirl flow; swirl increases PCR by 10% and reduces skull by 12%.	256	250 t converter single-flow post-combustion oxygen lance temperature increase 27.3 В°C impact diameter depth 16% 20%
257	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.sciencedirect.com/science/article/abs/pii/S0360544225017244	Same as above; detailed CFD.	257	Primetals greening converter steelmaking dual-flow post-combustion lance CO combustion 12% to 20% scrap rate
258	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.sciencedirect.com/science/article/abs/pii/S0017931026005727	Paper on heat transfer; optimal lance distance for heat transfer is 1.7-2.0 m.	258	Optimization swirl flow post-combustion oxygen lance parameters CFD 260-ton converter
259	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://onlinelibrary.wiley.com/doi/abs/10.1002/srin.202100203	Paper on multiphase flow; single-flow vs dual-flow lance; dual-flow improves PCR.	259	Variation Multiphase Flow Single-Flow Post-combustion Oxygen Lance BOF Steelmaking
260	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.tandfonline.com/doi/full/10.1080/03019233.2022.2083928	Same as earlier paper; 3% secondary oxygen doubles lance life.	260	LD3 post-combustion lance secondary oxygen 3% total oxygen flow rate trials
261	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://link.springer.com/article/10.1007/s11837-021-05147-2	JOM paper on post-combustion; LD3 trials; PCR 0.17 with 3% secondary O2.	261	LD3 post-combustion lance secondary oxygen 3% total oxygen flow rate trials
262	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.researchgate.net/publication/359163378_Green_LD_BOF_Steelmaking-Reduced_CO2_Emissions_via_Increased_Scrap_Rate	Green steelmaking; scrap rate 25-29% with PCR 0.12-0.20; mass and energy balance provided.	262	BOF post-combustion ratio 0.12 to 0.20 scrap fraction 25% to 29% MDPI Metals mass energy balance
263	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.mdpi.com/2075-4701/10/3/311	MDPI paper on BOF heat balance; scrap melting requires PCR >0.15.	263	BOF post-combustion ratio 0.12 to 0.20 scrap fraction 25% to 29% MDPI Metals mass energy balance
264	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12526458/	PMC article on BOF emissions; high scrap reduces CO2.	264	BOF post-combustion ratio 0.12 to 0.20 scrap fraction 25% to 29% MDPI Metals mass energy balance
265	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.academia.edu/94149841/General_heat_balance_for_oxygen_steelmaking	Heat balance formula; shows that PCR 0.12-0.20 enables 25-29% scrap.	265	BOF post-combustion ratio 0.12 to 0.20 scrap fraction 25% to 29% MDPI Metals mass energy balance
266	What specific operational parameters and lance configurations are most effective for minimizing skull formation and maximizing post-combustion efficiency in a Basic Oxygen Furnace (BOF) when using a high scrap ratio charge (above 25%)?	https://www.primetals.com/en/metals-magazine/greening-converter-steelmaking/	Primetals article; dual-flow lance increases scrap to 20%, PCR ~0.15.	266	Primetals greening converter steelmaking dual-flow post-combustion lance CO combustion 12% to 20% scrap rate
